State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,11-09-2025,5000,5000,5000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Tomato,Deshi,Local,11-09-2025,1800,2600,2600
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,10000,10000,10000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3600,4800,4800
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,3600,3600,3600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,3500,3500,3500
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,8000,8000,8000
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,3500,3500,3500
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,3000,3800,3800
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,4600,4600,4600
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,7000,7000,7000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,5600,5600,5600
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,8000,8000,8000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,8600,8600,8600
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,11-09-2025,25000,25000,25000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4400,4400,4400
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,4600,4600,4600
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,3400,4200,4200
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,1400,2200,2200
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,4200,5800,5800
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,4000,6000,6000
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5000,7000,7000
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,4800,6000,6000
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2500,3500,3500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,3600,4800,4800
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,11-09-2025,4000,4500,4500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,11-09-2025,5500,6000,6000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,4500,5000,5000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Garlic,Average,Local,11-09-2025,12000,14000,14000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,7000,8000,8000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,6500,7500,7500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,4500,5000,5000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,3500,4000,4000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Turnip,Turnip,Local,11-09-2025,3500,4000,4000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,4500,5000,5000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,11-09-2025,4000,4500,4500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,6800,7200,7200
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,11-09-2025,3000,3500,3500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Lime,Lime,Local,11-09-2025,10000,12000,12000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3600,4000,4000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,3000,3200,3200
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,11-09-2025,4000,4500,4500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,7000,7500,7500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Lime,Lime,Local,11-09-2025,12000,13000,13000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,6000,6500,6500
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,6000,6000,6000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,2800,2800,2800
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,4500,4700,4700
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3600,4000,4000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,2500,2800,2800
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,2500,2500
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,2000,3000,3000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,5400,5400,5400
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Lime,Lime,Local,11-09-2025,10000,10000,10000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,3600,4800,4800
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,5000,5000,5000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5400,5400,5400
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,11-09-2025,5000,5000,5000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2800,2800,2800
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,7000,7500,7500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,2000,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,6500,6500,6500
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,4400,5800,5800
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,11-09-2025,4200,4800,4800
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,11-09-2025,2400,2600,2600
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,11-09-2025,16000,16000,16000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,4500,7600,7600
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,4000,6000,6000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,11-09-2025,7000,7000,7000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Soyabean,Local,Local,11-09-2025,8000,8500,8500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,11-09-2025,9000,9000,9000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,2500,2500,2500
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,11-09-2025,6600,6600,6600
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3600,3600,3600
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,3500,3500,3500
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2800,2800,2800
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,11-09-2025,2600,2600,2600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,7000,8000,8000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,9000,9000,9000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,4600,4600,4600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,5400,5400,5400
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4600,4600,4600
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,7000,7000,7000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,4500,4500,4500
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,3600,4000,4000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,11-09-2025,8500,9000,9000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Colacasia,Colacasia,Local,11-09-2025,4000,4500,4500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,4500,5000,5000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,4000,4600,4600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Tomato,Deshi,Local,11-09-2025,2000,2400,2400
Tamil Nadu,Thiruchirappalli,Thuraiyur,Amla(Nelli Kai),Amla,Local,11-09-2025,9000,9000,9000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,5000,5000,5000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Lemon,Lemon,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Mint(Pudina),Mint(Pudina),Local,11-09-2025,3500,3500,3500
Tamil Nadu,Thiruchirappalli,Thuraiyur,Onion Green,Onion Green,Local,11-09-2025,3000,4500,4500
Tamil Nadu,Thiruchirappalli,Thuraiyur,Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,6500,6500,6500
Tamil Nadu,Thiruchirappalli,Trichy,Paddy(Dhan)(Common),B P T,Local,11-09-2025,1890,2044,1960
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,7000,7200,7200
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1000,1200,1200
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,3500,6500,6500
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,2000,2400,2400
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,2000,2600,2600
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,11-09-2025,2500,3500,3500
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,4000,4600,4600
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,4000,8400,8400
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,11-09-2025,9000,10000,10000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2400,2800,2800
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,4000,4400,4400
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,1600,2500,2500
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1000,1200,1200
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,3500,6500,6500
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,2400,2600,2600
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,11-09-2025,2500,3500,3500
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,4800,5000,5000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2200,2800,2800
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,1200,1500,1500
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1000,1200,1200
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,2400,2600,2600
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Brinjal,Round,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Garlic,Average,Local,11-09-2025,12000,16000,16000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Brinjal,Round,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,11-09-2025,5000,5000,5000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,8000,8000,8000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Brinjal,Round,Local,11-09-2025,3200,3800,3800
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,2800,3200,3200
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,4500,5000,5000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5000,5500,5500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,2800,3200,3200
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2000,2700,2700
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1000,1600,1600
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,10000,12500,12500
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,3500,4000,4000
